Language,MidBlock,MidOffShelves
,针对语言屏蔽歌曲,版权到期下架歌曲
AR,100300|100301|100302|100303|100304|100305|100508|100509|100535|100537|100538|100554|100555|100556|100592|100639|100638|100635|100636|100637|100746|100747|100748|100749|100750|100763|100764|100765|100766|100767,100377|100380|100381|100403|100394|100386|100439|100441|100431|100083|100530|100440|100429|100438|100790|100704|100343|100342|100344|100592|100703|100745|100711|100358|100350|100357|100531|100697|100375|100402|100392|100788|100789|100790|100799|100959|100614|100613
IT,100377|100380|100381|100403|100394|100386|100439|100441|100431|100083|100530|100440|100429|100438|100790|100704|100343|100342|100344|100592|100703|100745|100711|100358|100350|100357|100531|100697|100375|100402|100392|100788|100789|100790|100799|100959|100614|100613
FR,100377|100380|100381|100403|100394|100386|100439|100441|100431|100083|100530|100440|100429|100438|100790|100704|100343|100342|100344|100592|100703|100745|100711|100358|100350|100357|100531|100697|100375|100402|100392|100788|100789|100790|100799|100959|100614|100613
ID,100377|100380|100381|100403|100394|100386|100439|100441|100431|100083|100530|100440|100429|100438|100790|100704|100343|100342|100344|100592|100703|100745|100711|100358|100350|100357|100531|100697|100375|100402|100392|100788|100789|100790|100799|100959|100614|100613
NL,100377|100380|100381|100403|100394|100386|100439|100441|100431|100083|100530|100440|100429|100438|100790|100704|100343|100342|100344|100592|100703|100745|100711|100358|100350|100357|100531|100697|100375|100402|100392|100788|100789|100790|100799|100959|100614|100613
FIL,100377|100380|100381|100403|100394|100386|100439|100441|100431|100083|100530|100440|100429|100438|100790|100704|100343|100342|100344|100592|100703|100745|100711|100358|100350|100357|100531|100697|100375|100402|100392|100788|100789|100790|100799|100959|100614|100613
FI,100377|100380|100381|100403|100394|100386|100439|100441|100431|100083|100530|100440|100429|100438|100790|100704|100343|100342|100344|100592|100703|100745|100711|100358|100350|100357|100531|100697|100375|100402|100392|100788|100789|100790|100799|100959|100614|100613
HI,100377|100380|100381|100403|100394|100386|100439|100441|100431|100083|100530|100440|100429|100438|100790|100704|100343|100342|100344|100592|100703|100745|100711|100358|100350|100357|100531|100697|100375|100402|100392|100788|100789|100790|100799|100959|100614|100613
MS,100377|100380|100381|100403|100394|100386|100439|100441|100431|100083|100530|100440|100429|100438|100790|100704|100343|100342|100344|100592|100703|100745|100711|100358|100350|100357|100531|100697|100375|100402|100392|100788|100789|100790|100799|100959|100614|100613
NO,100377|100380|100381|100403|100394|100386|100439|100441|100431|100083|100530|100440|100429|100438|100790|100704|100343|100342|100344|100592|100703|100745|100711|100358|100350|100357|100531|100697|100375|100402|100392|100788|100789|100790|100799|100959|100614|100613
PL,100377|100380|100381|100403|100394|100386|100439|100441|100431|100083|100530|100440|100429|100438|100790|100704|100343|100342|100344|100592|100703|100745|100711|100358|100350|100357|100531|100697|100375|100402|100392|100788|100789|100790|100799|100959|100614|100613
PTB,100377|100380|100381|100403|100394|100386|100439|100441|100431|100083|100530|100440|100429|100438|100790|100704|100343|100342|100344|100592|100703|100745|100711|100358|100350|100357|100531|100697|100375|100402|100392|100788|100789|100790|100799|100959|100614|100613
SV,100377|100380|100381|100403|100394|100386|100439|100441|100431|100083|100530|100440|100429|100438|100790|100704|100343|100342|100344|100592|100703|100745|100711|100358|100350|100357|100531|100697|100375|100402|100392|100788|100789|100790|100799|100959|100614|100613
TH,100377|100380|100381|100403|100394|100386|100439|100441|100431|100083|100530|100440|100429|100438|100790|100704|100343|100342|100344|100592|100703|100745|100711|100358|100350|100357|100531|100697|100375|100402|100392|100788|100789|100790|100799|100959|100614|100613
VI,100377|100380|100381|100403|100394|100386|100439|100441|100431|100083|100530|100440|100429|100438|100790|100704|100343|100342|100344|100592|100703|100745|100711|100358|100350|100357|100531|100697|100375|100402|100392|100788|100789|100790|100799|100959|100614|100613
