1001501,1000016,1.0,0.0625,16,1 Day Long Song,0.27 TPS (0.27 / 0.27 / 0.27),,,
1001502,1000016,1.0,0.0625,16,1 Day Long Song,,,,
1001503,1000016,1.0,0.0625,16,1 Day Long Song,,,,
1001601,1000017,91.0,0.25,364,1 Million Combo Tile,6.07 TPS (6.07 / 6.07 / 6.07),,,
1001602,1000017,91.0,0.25,364,1 Million Combo Tile,,,,
1001603,1000017,91.0,0.25,364,1 Million Combo Tile,,,,
1001701,1000018,3750000.0,0.0625,60000000,1 MILLION TPS SONG,1000000.0 TPS (1000000.0 / 1000000.0 / 1000000.0),,,
1001702,1000018,3750000.0,0.0625,60000000,1 MILLION TPS SONG,,,,
1001703,1000018,3750000.0,0.0625,60000000,1 MILLION TPS SONG,,,,
1001801,1000019,1.0,0.0625,16,1 Month Long Song but its 600000 TPS,0.27 TPS (0.27 / 0.27 / 0.27),,,
1001802,1000019,1.0,0.0625,16,1 Month Long Song but its 600000 TPS,,,,
1001803,1000019,1.0,0.0625,16,1 Month Long Song but its 600000 TPS,,,,
1001901,1000020,1.0,0.0625,16,1 Month Long Song,0.27 TPS (0.27 / 0.27 / 0.27),,,
1001902,1000020,1.0,0.0625,16,1 Month Long Song,,,,
1001903,1000020,1.0,0.0625,16,1 Month Long Song,,,,
1002001,1000021,15.0,0.25,60,1 TPS,1.0 TPS (1.0 / 1.0 / 1.0),,,
1002002,1000021,15.0,0.25,60,1 TPS,,,,
1002003,1000021,15.0,0.25,60,1 TPS,,,,
1002101,1000022,1.0,0.0625,16,1 Week Long Song but its 100000 TPS,0.27 TPS (0.27 / 0.27 / 0.27),,,
1002102,1000022,1.0,0.0625,16,1 Week Long Song but its 100000 TPS,,,,
1002103,1000022,1.0,0.0625,16,1 Week Long Song but its 100000 TPS,,,,
1002201,1000023,1.0,0.0625,16,1 Week Long Song,0.27 TPS (0.27 / 0.27 / 0.27),,,
1002202,1000023,1.0,0.0625,16,1 Week Long Song,,,,
1002203,1000023,1.0,0.0625,16,1 Week Long Song,,,,
1002301,1000024,1.0,0.0625,16,1 Year Long Song but its 2147483.750 TPS,0.27 TPS (0.27 / 0.27 / 0.27),,,
1002302,1000024,1.0,0.0625,16,1 Year Long Song but its 2147483.750 TPS,,,,
1002303,1000024,1.0,0.0625,16,1 Year Long Song but its 2147483.750 TPS,,,,
1002401,1000025,1.0,0.0625,16,1 Year Long Song,0.27 TPS (0.27 / 0.27 / 0.27),,,
1002402,1000025,1.0,0.0625,16,1 Year Long Song,,,,
1002403,1000025,1.0,0.0625,16,1 Year Long Song,,,,
1002501,1000026,127.0,0.25,508,1cm,8.73 TPS (8.47 / 8.73 / 9.0),,,
1002502,1000026,131.0,0.25,524,1cm,,,,
1002503,1000026,135.0,0.25,540,1cm,,,,
1002601,1000027,89.0,0.25,356,1M Long Tile,5.93 TPS (5.93 / 5.93 / 5.93),,,
1002602,1000027,89.0,0.25,356,1M Long Tile,,,,
1002603,1000027,89.0,0.25,356,1M Long Tile,,,,
1002701,1000028,35.0,0.25,140,2 000 TPS,2.33 TPS (2.33 / 2.33 / 2.33),,,
1002702,1000028,35.0,0.25,140,2 000 TPS,,,,
1002703,1000028,35.0,0.25,140,2 000 TPS,,,,
1002801,1000029,285.0,0.5,570,2 Concert Etudes S.145 No.1 (Waldesrauschen),9.5 TPS (9.5 / 9.5 / 9.5),,,
1002802,1000029,285.0,0.5,570,2 Concert Etudes S.145 No.1 (Waldesrauschen),,,,
1002803,1000029,285.0,0.5,570,2 Concert Etudes S.145 No.1 (Waldesrauschen),,,,
1002901,1000030,92.0,0.25,368,2 Concert Etudes S.145 No.2 (Gnomenreigen),6.62 TPS (6.13 / 6.87 / 6.87),,,
1002902,1000030,103.0,0.25,412,2 Concert Etudes S.145 No.2 (Gnomenreigen),,,,
1002903,1000030,103.0,0.25,412,2 Concert Etudes S.145 No.2 (Gnomenreigen),,,,
1003001,1000031,73.0,0.125,584,2 Phut Hon (Creepy ver.),9.73 TPS (9.73 / 9.73 / 9.73),,,
1003002,1000031,73.0,0.125,584,2 Phut Hon (Creepy ver.),,,,
1003003,1000031,73.0,0.125,584,2 Phut Hon (Creepy ver.),,,,
1003101,1000032,73.0,0.09375,779,2 Phut Hon (Special Ver.),12.98 TPS (12.98 / 12.98 / 12.98),,,
1003102,1000032,73.0,0.09375,779,2 Phut Hon (Special Ver.),,,,
1003103,1000032,73.0,0.09375,779,2 Phut Hon (Special Ver.),,,,
1003201,1000033,73.0,0.125,584,2 Phút Hon,9.73 TPS (9.73 / 9.73 / 9.73),,,
1003202,1000033,73.0,0.125,584,2 Phút Hon,,,,
1003203,1000033,73.0,0.125,584,2 Phút Hon,,,,
1003301,1000034,63.0,0.25,252,2 Polish Songs B.51 (Czary),4.2 TPS (4.2 / 4.2 / 4.2),,,
1003302,1000034,63.0,0.25,252,2 Polish Songs B.51 (Czary),,,,
1003303,1000034,63.0,0.25,252,2 Polish Songs B.51 (Czary),,,,
1003401,1000035,25.0,0.25,100,2 Polish Songs B.131 (Rêverie - Dumka),1.67 TPS (1.67 / 1.67 / 1.67),,,
1003402,1000035,25.0,0.25,100,2 Polish Songs B.131 (Rêverie - Dumka),,,,
1003403,1000035,25.0,0.25,100,2 Polish Songs B.131 (Rêverie - Dumka),,,,
1003501,1000036,360.0,1.0,360,2 Preludes Op.39 No.1,6.0 TPS (6.0 / 6.0 / 6.0),,,
1003502,1000036,360.0,1.0,360,2 Preludes Op.39 No.1,,,,
1003503,1000036,360.0,1.0,360,2 Preludes Op.39 No.1,,,,
1003601,1000037,360.0,1.0,360,2 Preludes Op.39 No.2,6.0 TPS (6.0 / 6.0 / 6.0),,,
1003602,1000037,360.0,1.0,360,2 Preludes Op.39 No.2,,,,
1003603,1000037,360.0,1.0,360,2 Preludes Op.39 No.2,,,,
1003701,1000038,300.0,0.75,400,2 Rondos Op.51 No.1,6.67 TPS (6.67 / 6.67 / 6.67),,,
1003702,1000038,300.0,0.75,400,2 Rondos Op.51 No.1,,,,
1003703,1000038,300.0,0.75,400,2 Rondos Op.51 No.1,,,,
1003801,1000039,162.0,0.3125,518,2 Rondos Op.51 No.2,8.64 TPS (8.64 / 8.64 / 8.64),,,
1003802,1000039,162.0,0.3125,518,2 Rondos Op.51 No.2,,,,
1003803,1000039,162.0,0.3125,518,2 Rondos Op.51 No.2,,,,
1003901,1000040,102.0,0.75,136,2AM (Animal Crossing_ New Horizons),2.27 TPS (2.27 / 2.27 / 2.27),,,
1003902,1000040,102.0,0.75,136,2AM (Animal Crossing_ New Horizons),,,,
1003903,1000040,102.0,0.75,136,2AM (Animal Crossing_ New Horizons),,,,
1004001,1000041,480.0,0.75,640,3 Concert Etudes S.144 No.1 (Il Lamento),10.67 TPS (10.67 / 10.67 / 10.67),,,
1004002,1000041,480.0,0.75,640,3 Concert Etudes S.144 No.1 (Il Lamento),,,,
1004003,1000041,480.0,0.75,640,3 Concert Etudes S.144 No.1 (Il Lamento),,,,
1004101,1000042,270.0,0.5,540,3 Concert Etudes S.144 No.2 (La Leggierezza),9.0 TPS (9.0 / 9.0 / 9.0),,,
1004102,1000042,270.0,0.5,540,3 Concert Etudes S.144 No.2 (La Leggierezza),,,,
1004103,1000042,270.0,0.5,540,3 Concert Etudes S.144 No.2 (La Leggierezza),,,,
1004201,1000043,129.0,0.25,516,3 Concert Etudes S.144 No.3 (Un Sospiro),8.8 TPS (8.6 / 8.8 / 9.0),,,
1004202,1000043,132.0,0.25,528,3 Concert Etudes S.144 No.3 (Un Sospiro),,,,
1004203,1000043,135.0,0.25,540,3 Concert Etudes S.144 No.3 (Un Sospiro),,,,
1004301,1000044,150.0,0.25,600,3 Ecossaises No.1 Op.72-3,10.0 TPS (10.0 / 10.0 / 10.0),,,
1004302,1000044,150.0,0.25,600,3 Ecossaises No.1 Op.72-3,,,,
1004303,1000044,150.0,0.25,600,3 Ecossaises No.1 Op.72-3,,,,
1004401,1000045,150.0,0.25,600,3 Ecossaises No.2 Op.72-3,10.0 TPS (10.0 / 10.0 / 10.0),,,
1004402,1000045,150.0,0.25,600,3 Ecossaises No.2 Op.72-3,,,,
1004403,1000045,150.0,0.25,600,3 Ecossaises No.2 Op.72-3,,,,
1004501,1000046,172.0,0.1875,917,3 Ecossaises No.3 Op.72-3 (Another Ver.),15.29 TPS (15.29 / 15.29 / 15.29),,,
1004502,1000046,172.0,0.1875,917,3 Ecossaises No.3 Op.72-3 (Another Ver.),,,,
1004503,1000046,172.0,0.1875,917,3 Ecossaises No.3 Op.72-3 (Another Ver.),,,,
1004601,1000047,172.0,0.25,688,3 Ecossaises No.3 Op.72-3,11.47 TPS (11.47 / 11.47 / 11.47),,,
1004602,1000047,172.0,0.25,688,3 Ecossaises No.3 Op.72-3,,,,
1004603,1000047,172.0,0.25,688,3 Ecossaises No.3 Op.72-3,,,,
1004701,1000048,60.0,0.125,480,3 Ecossaises Op.72 No.3,8.27 TPS (8.0 / 8.27 / 8.53),,,
1004702,1000048,62.0,0.125,496,3 Ecossaises Op.72 No.3,,,,
1004703,1000048,64.0,0.125,512,3 Ecossaises Op.72 No.3,,,,
1004801,1000049,240.0,1.0,240,3 Poetic Polkas Op.8 No.1,4.07 TPS (4.0 / 4.07 / 4.13),,,
1004802,1000049,244.0,1.0,244,3 Poetic Polkas Op.8 No.1,,,,
1004803,1000049,248.0,1.0,248,3 Poetic Polkas Op.8 No.1,,,,
1004901,1000050,60.0,0.25,240,3 Polkas de salon Op.7 No.3,4.13 TPS (4.0 / 4.13 / 4.27),,,
1004902,1000050,62.0,0.25,248,3 Polkas de salon Op.7 No.3,,,,
1004903,1000050,64.0,0.25,256,3 Polkas de salon Op.7 No.3,,,,
1005001,1000051,68.0,0.25,272,3DS Music Park,4.53 TPS (4.53 / 4.53 / 4.53),,,
1005002,1000051,68.0,0.25,272,3DS Music Park,,,,
1005003,1000051,68.0,0.25,272,3DS Music Park,,,,
1005101,1000052,75.0,0.25,300,3rd Eye,5.09 TPS (5.0 / 5.13 / 5.13),,,
1005102,1000052,77.0,0.25,308,3rd Eye,,,,
1005103,1000052,77.0,0.25,308,3rd Eye,,,,
1005201,1000053,174.0,0.375,464,4.5 TPS Le Vent Le Cri,7.73 TPS (7.73 / 7.73 / 7.73),,,
1005202,1000053,174.0,0.375,464,4.5 TPS Le Vent Le Cri,,,,
1005203,1000053,174.0,0.375,464,4.5 TPS Le Vent Le Cri,,,,
1005301,1000054,480.0,0.75,640,5,17.78 TPS (10.67 / 32.0 / 10.67),,,
1005302,1000054,480.0,0.25,1920,5,,,,
1005303,1000054,480.0,0.75,640,5,,,,
1005401,1000055,70.0,0.5,140,5AM (Animal Crossing_ New Horizons),2.33 TPS (2.33 / 2.33 / 2.33),,,
1005402,1000055,70.0,0.5,140,5AM (Animal Crossing_ New Horizons),,,,
1005403,1000055,70.0,0.5,140,5AM (Animal Crossing_ New Horizons),,,,
1005501,1000056,240.0,0.75,320,6 Bagatelles Op.126 No.1,5.33 TPS (5.33 / 5.33 / 5.33),,,
1005502,1000056,240.0,0.75,320,6 Bagatelles Op.126 No.1,,,,
1005503,1000056,240.0,0.75,320,6 Bagatelles Op.126 No.1,,,,
1005601,1000057,390.0,0.75,520,6 Bagatelles Op.126 No.2,8.67 TPS (8.67 / 8.67 / 8.67),,,
1005602,1000057,390.0,0.75,520,6 Bagatelles Op.126 No.2,,,,
1005603,1000057,390.0,0.75,520,6 Bagatelles Op.126 No.2,,,,
1005701,1000058,120.0,0.75,160,6 Bagatelles Op.126 No.3,2.67 TPS (2.67 / 2.67 / 2.67),,,
1005702,1000058,120.0,0.75,160,6 Bagatelles Op.126 No.3,,,,
1005703,1000058,120.0,0.75,160,6 Bagatelles Op.126 No.3,,,,
1005801,1000059,810.0,1.25,648,6 Bagatelles Op.126 No.4,10.8 TPS (10.8 / 10.8 / 10.8),,,
1005802,1000059,810.0,1.25,648,6 Bagatelles Op.126 No.4,,,,
1005803,1000059,810.0,1.25,648,6 Bagatelles Op.126 No.4,,,,
1005901,1000060,324.0,0.75,432,6 Bagatelles Op.126 No.5,7.2 TPS (7.2 / 7.2 / 7.2),,,
1005902,1000060,324.0,0.75,432,6 Bagatelles Op.126 No.5,,,,
1005903,1000060,324.0,0.75,432,6 Bagatelles Op.126 No.5,,,,
1006001,1000061,720.0,1.0,720,6 Bagatelles Op.126 No.6,12.0 TPS (12.0 / 12.0 / 12.0),,,
1006002,1000061,720.0,1.0,720,6 Bagatelles Op.126 No.6,,,,
1006003,1000061,720.0,1.0,720,6 Bagatelles Op.126 No.6,,,,
1006101,1000062,140.0,0.5,280,6 Ecossaises WoO 83,4.93 TPS (4.67 / 4.93 / 5.2),,,
1006102,1000062,148.0,0.5,296,6 Ecossaises WoO 83,,,,
1006103,1000062,156.0,0.5,312,6 Ecossaises WoO 83,,,,
1006201,1000063,540.0,1.0,540,6 Landlers WoO 15 Coda,9.0 TPS (9.0 / 9.0 / 9.0),,,
1006202,1000063,540.0,1.0,540,6 Landlers WoO 15 Coda,,,,
1006203,1000063,540.0,1.0,540,6 Landlers WoO 15 Coda,,,,
1006301,1000064,540.0,1.0,540,6 Landlers WoO 15 No.1,9.0 TPS (9.0 / 9.0 / 9.0),,,
1006302,1000064,540.0,1.0,540,6 Landlers WoO 15 No.1,,,,
1006303,1000064,540.0,1.0,540,6 Landlers WoO 15 No.1,,,,
1006401,1000065,540.0,1.0,540,6 Landlers WoO 15 No.2,9.0 TPS (9.0 / 9.0 / 9.0),,,
1006402,1000065,540.0,1.0,540,6 Landlers WoO 15 No.2,,,,
1006403,1000065,540.0,1.0,540,6 Landlers WoO 15 No.2,,,,
1006501,1000066,540.0,1.0,540,6 Landlers WoO 15 No.3,9.0 TPS (9.0 / 9.0 / 9.0),,,
1006502,1000066,540.0,1.0,540,6 Landlers WoO 15 No.3,,,,
1006503,1000066,540.0,1.0,540,6 Landlers WoO 15 No.3,,,,
1006601,1000067,540.0,1.0,540,6 Landlers WoO 15 No.4,9.0 TPS (9.0 / 9.0 / 9.0),,,
1006602,1000067,540.0,1.0,540,6 Landlers WoO 15 No.4,,,,
1006603,1000067,540.0,1.0,540,6 Landlers WoO 15 No.4,,,,
1006701,1000068,540.0,1.0,540,6 Landlers WoO 15 No.5,9.0 TPS (9.0 / 9.0 / 9.0),,,
1006702,1000068,540.0,1.0,540,6 Landlers WoO 15 No.5,,,,
1006703,1000068,540.0,1.0,540,6 Landlers WoO 15 No.5,,,,
1006801,1000069,540.0,1.0,540,6 Landlers WoO 15 No.6,9.0 TPS (9.0 / 9.0 / 9.0),,,
1006802,1000069,540.0,1.0,540,6 Landlers WoO 15 No.6,,,,
1006803,1000069,540.0,1.0,540,6 Landlers WoO 15 No.6,,,,
1006901,1000070,384.0,0.75,512,6 Minuets WoO 10 No.1,8.53 TPS (8.53 / 8.53 / 8.53),,,
1006902,1000070,384.0,0.75,512,6 Minuets WoO 10 No.1,,,,
1006903,1000070,384.0,0.75,512,6 Minuets WoO 10 No.1,,,,
1007001,1000071,360.0,0.75,480,6 Minuets WoO 10 No.2,8.0 TPS (8.0 / 8.0 / 8.0),,,
1007002,1000071,360.0,0.75,480,6 Minuets WoO 10 No.2,,,,
1007003,1000071,360.0,0.75,480,6 Minuets WoO 10 No.2,,,,
1007101,1000072,360.0,0.75,480,6 Minuets WoO 10 No.3,8.0 TPS (8.0 / 8.0 / 8.0),,,
1007102,1000072,360.0,0.75,480,6 Minuets WoO 10 No.3,,,,
1007103,1000072,360.0,0.75,480,6 Minuets WoO 10 No.3,,,,
1007201,1000073,360.0,0.75,480,6 Minuets WoO 10 No.4,8.0 TPS (8.0 / 8.0 / 8.0),,,
1007202,1000073,360.0,0.75,480,6 Minuets WoO 10 No.4,,,,
1007203,1000073,360.0,0.75,480,6 Minuets WoO 10 No.4,,,,
1007301,1000074,360.0,0.75,480,6 Minuets WoO 10 No.5,8.0 TPS (8.0 / 8.0 / 8.0),,,
1007302,1000074,360.0,0.75,480,6 Minuets WoO 10 No.5,,,,
1007303,1000074,360.0,0.75,480,6 Minuets WoO 10 No.5,,,,
1007401,1000075,372.0,0.75,496,6 Minuets WoO 10 No.6,8.27 TPS (8.27 / 8.27 / 8.27),,,
1007402,1000075,372.0,0.75,496,6 Minuets WoO 10 No.6,,,,
1007403,1000075,372.0,0.75,496,6 Minuets WoO 10 No.6,,,,
1007501,1000076,333.0,0.75,444,6 Moments musicaux. D 780. Op.94 No.1,7.4 TPS (7.4 / 7.4 / 7.4),,,
1007502,1000076,333.0,0.75,444,6 Moments musicaux. D 780. Op.94 No.1,,,,
1007503,1000076,333.0,0.75,444,6 Moments musicaux. D 780. Op.94 No.1,,,,
1007601,1000077,222.0,0.75,296,6 Moments musicaux. D 780. Op.94 No.2,4.93 TPS (4.93 / 4.93 / 4.93),,,
1007602,1000077,222.0,0.75,296,6 Moments musicaux. D 780. Op.94 No.2,,,,
1007603,1000077,222.0,0.75,296,6 Moments musicaux. D 780. Op.94 No.2,,,,
1007701,1000078,300.0,0.75,400,6 Moments musicaux. D 780. Op.94 No.3,6.67 TPS (6.67 / 6.67 / 6.67),,,
1007702,1000078,300.0,0.75,400,6 Moments musicaux. D 780. Op.94 No.3,,,,
1007703,1000078,300.0,0.75,400,6 Moments musicaux. D 780. Op.94 No.3,,,,
1007801,1000079,306.0,0.75,408,6 Moments musicaux. D 780. Op.94 No.4,6.8 TPS (6.8 / 6.8 / 6.8),,,
1007802,1000079,306.0,0.75,408,6 Moments musicaux. D 780. Op.94 No.4,,,,
1007803,1000079,306.0,0.75,408,6 Moments musicaux. D 780. Op.94 No.4,,,,
1007901,1000080,339.0,0.75,452,6 Moments musicaux. D 780. Op.94 No.5,7.53 TPS (7.53 / 7.53 / 7.53),,,
1007902,1000080,339.0,0.75,452,6 Moments musicaux. D 780. Op.94 No.5,,,,
1007903,1000080,339.0,0.75,452,6 Moments musicaux. D 780. Op.94 No.5,,,,
1008001,1000081,390.0,0.75,520,6 Moments musicaux. D 780. Op.94 No.6,8.67 TPS (8.67 / 8.67 / 8.67),,,
1008002,1000081,390.0,0.75,520,6 Moments musicaux. D 780. Op.94 No.6,,,,
1008003,1000081,390.0,0.75,520,6 Moments musicaux. D 780. Op.94 No.6,,,,
1008101,1000082,405.0,0.75,540,6 Polish Songs after Chopin S.480 No.6 (Narzeczony),9.0 TPS (9.0 / 9.0 / 9.0),,,
1008102,1000082,405.0,0.75,540,6 Polish Songs after Chopin S.480 No.6 (Narzeczony),,,,
1008103,1000082,405.0,0.75,540,6 Polish Songs after Chopin S.480 No.6 (Narzeczony),,,,
1008201,1000083,504.0,0.75,672,6 Variations on an Original Theme Op.34,11.2 TPS (11.2 / 11.2 / 11.2),,,
1008202,1000083,504.0,0.75,672,6 Variations on an Original Theme Op.34,,,,
1008203,1000083,504.0,0.75,672,6 Variations on an Original Theme Op.34,,,,
1008301,1000084,450.0,0.75,600,6 Variations on an Original Theme Op.76,10.0 TPS (10.0 / 10.0 / 10.0),,,
1008302,1000084,450.0,0.75,600,6 Variations on an Original Theme Op.76,,,,
1008303,1000084,450.0,0.75,600,6 Variations on an Original Theme Op.76,,,,
1008401,1000085,120.0,0.75,160,6PM (Animal Crossing_ New Leaf),2.67 TPS (2.67 / 2.67 / 2.67),,,
1008402,1000085,120.0,0.75,160,6PM (Animal Crossing_ New Leaf),,,,
1008403,1000085,120.0,0.75,160,6PM (Animal Crossing_ New Leaf),,,,
1008501,1000086,270.0,0.75,360,7 Bagatelles Op.33 No.1,6.0 TPS (6.0 / 6.0 / 6.0),,,
1008502,1000086,270.0,0.75,360,7 Bagatelles Op.33 No.1,,,,
1008503,1000086,270.0,0.75,360,7 Bagatelles Op.33 No.1,,,,
1008601,1000087,540.0,0.75,720,7 Bagatelles Op.33 No.2,12.0 TPS (12.0 / 12.0 / 12.0),,,
1008602,1000087,540.0,0.75,720,7 Bagatelles Op.33 No.2,,,,
1008603,1000087,540.0,0.75,720,7 Bagatelles Op.33 No.2,,,,
1008701,1000088,390.0,0.75,520,7 Bagatelles Op.33 No.3,8.67 TPS (8.67 / 8.67 / 8.67),,,
1008702,1000088,390.0,0.75,520,7 Bagatelles Op.33 No.3,,,,
1008703,1000088,390.0,0.75,520,7 Bagatelles Op.33 No.3,,,,
1008801,1000089,216.0,0.75,288,7 Bagatelles Op.33 No.4,4.8 TPS (4.8 / 4.8 / 4.8),,,
1008802,1000089,216.0,0.75,288,7 Bagatelles Op.33 No.4,,,,
1008803,1000089,216.0,0.75,288,7 Bagatelles Op.33 No.4,,,,
1008901,1000090,360.0,0.5,720,7 Bagatelles Op.33 No.5,12.0 TPS (12.0 / 12.0 / 12.0),,,
1008902,1000090,360.0,0.5,720,7 Bagatelles Op.33 No.5,,,,
1008903,1000090,360.0,0.5,720,7 Bagatelles Op.33 No.5,,,,
1009001,1000091,360.0,0.75,480,7 Bagatelles Op.33 No.6,8.0 TPS (8.0 / 8.0 / 8.0),,,
1009002,1000091,360.0,0.75,480,7 Bagatelles Op.33 No.6,,,,
1009003,1000091,360.0,0.75,480,7 Bagatelles Op.33 No.6,,,,
1009101,1000092,810.0,1.25,648,7 Bagatelles Op.33 No.7,10.8 TPS (10.8 / 10.8 / 10.8),,,
1009102,1000092,810.0,1.25,648,7 Bagatelles Op.33 No.7,,,,
1009103,1000092,810.0,1.25,648,7 Bagatelles Op.33 No.7,,,,
1009201,1000093,360.0,0.75,480,7 Contredanses WoO 14 No.1,8.0 TPS (8.0 / 8.0 / 8.0),,,
1009202,1000093,360.0,0.75,480,7 Contredanses WoO 14 No.1,,,,
1009203,1000093,360.0,0.75,480,7 Contredanses WoO 14 No.1,,,,
1009301,1000094,360.0,0.75,480,7 Contredanses WoO 14 No.2,8.0 TPS (8.0 / 8.0 / 8.0),,,
1009302,1000094,360.0,0.75,480,7 Contredanses WoO 14 No.2,,,,
1009303,1000094,360.0,0.75,480,7 Contredanses WoO 14 No.2,,,,
1009401,1000095,372.0,0.75,496,7 Contredanses WoO 14 No.3,8.27 TPS (8.27 / 8.27 / 8.27),,,
1009402,1000095,372.0,0.75,496,7 Contredanses WoO 14 No.3,,,,
1009403,1000095,372.0,0.75,496,7 Contredanses WoO 14 No.3,,,,
1009501,1000096,360.0,0.75,480,7 Contredanses WoO 14 No.4,8.0 TPS (8.0 / 8.0 / 8.0),,,
1009502,1000096,360.0,0.75,480,7 Contredanses WoO 14 No.4,,,,
1009503,1000096,360.0,0.75,480,7 Contredanses WoO 14 No.4,,,,
1009601,1000097,360.0,0.75,480,7 Contredanses WoO 14 No.5,8.0 TPS (8.0 / 8.0 / 8.0),,,
1009602,1000097,360.0,0.75,480,7 Contredanses WoO 14 No.5,,,,
1009603,1000097,360.0,0.75,480,7 Contredanses WoO 14 No.5,,,,
1009701,1000098,396.0,0.75,528,7 Contredanses WoO 14 No.6,8.8 TPS (8.8 / 8.8 / 8.8),,,
1009702,1000098,396.0,0.75,528,7 Contredanses WoO 14 No.6,,,,
1009703,1000098,396.0,0.75,528,7 Contredanses WoO 14 No.6,,,,
1009801,1000099,372.0,0.75,496,7 Contredanses WoO 14 No.7,8.27 TPS (8.27 / 8.27 / 8.27),,,
1009802,1000099,372.0,0.75,496,7 Contredanses WoO 14 No.7,,,,
1009803,1000099,372.0,0.75,496,7 Contredanses WoO 14 No.7,,,,
1009901,1000100,170.0,0.5,340,7 Landler WoO 11 No.2,5.8 TPS (5.67 / 5.8 / 5.93),,,
1009902,1000100,174.0,0.5,348,7 Landler WoO 11 No.2,,,,
1009903,1000100,178.0,0.5,356,7 Landler WoO 11 No.2,,,,
