Id,Mid,BPM,,Ratio,MusicJson,Musician,Acceleration,AniID,BridgeAniID
1103,100011,80,0.25,320.0,1 000 000 NOTES,,,,
1201,100012,35,0.25,140.0,1 000 TPS,2.33 TPS (2.33 / 2.33 / 2.33),,,
1202,100012,35,0.25,140.0,1 000 TPS,,,,
1203,100012,35,0.25,140.0,1 000 TPS,,,,
1301,100013,1,0.0625,16.0,1 Age Long Song,0.27 TPS (0.27 / 0.27 / 0.27),,,
1302,100013,1,0.0625,16.0,1 Age Long Song,,,,
1303,100013,1,0.0625,16.0,1 Age Long Song,,,,
1401,100014,200,0.25,800.0,1 Con Vit,13.33 TPS (13.33 / 13.33 / 13.33),,,
1402,100014,200,0.25,800.0,1 Con Vit,,,,
1403,100014,200,0.25,800.0,1 Con Vit,,,,
1501,100015,1,0.0625,16.0,1 Day Long Song but its 10000 TPS,0.27 TPS (0.27 / 0.27 / 0.27),,,
1502,100015,1,0.0625,16.0,1 Day Long Song but its 10000 TPS,,,,
1503,100015,1,0.0625,16.0,1 Day Long Song but its 10000 TPS,,,,
1601,100016,1,0.0625,16.0,1 Day Long Song,0.27 TPS (0.27 / 0.27 / 0.27),,,
1602,100016,1,0.0625,16.0,1 Day Long Song,,,,
1603,100016,1,0.0625,16.0,1 Day Long Song,,,,
1701,100017,91,0.25,364.0,1 Million Combo Tile,6.07 TPS (6.07 / 6.07 / 6.07),,,
1702,100017,91,0.25,364.0,1 Million Combo Tile,,,,
1703,100017,91,0.25,364.0,1 Million Combo Tile,,,,
1801,100018,3750000,0.0625,60000000.0,1 MILLION TPS SONG,1000000.0 TPS (1000000.0 / 1000000.0 / 1000000.0),,,
1802,100018,3750000,0.0625,60000000.0,1 MILLION TPS SONG,,,,
1803,100018,3750000,0.0625,60000000.0,1 MILLION TPS SONG,,,,
1901,100019,1,0.0625,16.0,1 Month Long Song but its 600000 TPS,0.27 TPS (0.27 / 0.27 / 0.27),,,
1902,100019,1,0.0625,16.0,1 Month Long Song but its 600000 TPS,,,,
1903,100019,1,0.0625,16.0,1 Month Long Song but its 600000 TPS,,,,
2001,100020,1,0.0625,16.0,1 Month Long Song,0.27 TPS (0.27 / 0.27 / 0.27),,,
2002,100020,1,0.0625,16.0,1 Month Long Song,,,,
2003,100020,1,0.0625,16.0,1 Month Long Song,,,,
2101,100021,15,0.25,60.0,1 TPS,1.0 TPS (1.0 / 1.0 / 1.0),,,
2102,100021,15,0.25,60.0,1 TPS,,,,
2103,100021,15,0.25,60.0,1 TPS,,,,
2201,100022,1,0.0625,16.0,1 Week Long Song but its 100000 TPS,0.27 TPS (0.27 / 0.27 / 0.27),,,
2202,100022,1,0.0625,16.0,1 Week Long Song but its 100000 TPS,,,,
2203,100022,1,0.0625,16.0,1 Week Long Song but its 100000 TPS,,,,
2301,100023,1,0.0625,16.0,1 Week Long Song,0.27 TPS (0.27 / 0.27 / 0.27),,,
2302,100023,1,0.0625,16.0,1 Week Long Song,,,,
2303,100023,1,0.0625,16.0,1 Week Long Song,,,,
2401,100024,1,0.0625,16.0,1 Year Long Song but its 2147483.750 TPS,0.27 TPS (0.27 / 0.27 / 0.27),,,
2402,100024,1,0.0625,16.0,1 Year Long Song but its 2147483.750 TPS,,,,
2403,100024,1,0.0625,16.0,1 Year Long Song but its 2147483.750 TPS,,,,
2501,100025,1,0.0625,16.0,1 Year Long Song,0.27 TPS (0.27 / 0.27 / 0.27),,,
2502,100025,1,0.0625,16.0,1 Year Long Song,,,,
2503,100025,1,0.0625,16.0,1 Year Long Song,,,,
2601,100026,127,0.25,508.0,1cm,8.73 TPS (8.47 / 8.73 / 9.0),,,
2602,100026,127,0.25,508.0,1cm,,,,
2603,100026,127,0.25,508.0,1cm,,,,
2701,100027,89,0.25,356.0,1M Long Tile,5.93 TPS (5.93 / 5.93 / 5.93),,,
2702,100027,89,0.25,356.0,1M Long Tile,,,,
2703,100027,89,0.25,356.0,1M Long Tile,,,,
2801,100028,35,0.25,140.0,2 000 TPS,2.33 TPS (2.33 / 2.33 / 2.33),,,
2802,100028,35,0.25,140.0,2 000 TPS,,,,
2803,100028,35,0.25,140.0,2 000 TPS,,,,
2901,100029,285,0.5,570.0,2 Concert Etudes S.145 No.1 (Waldesrauschen),9.5 TPS (9.5 / 9.5 / 9.5),,,
2902,100029,285,0.5,570.0,2 Concert Etudes S.145 No.1 (Waldesrauschen),,,,
2903,100029,285,0.5,570.0,2 Concert Etudes S.145 No.1 (Waldesrauschen),,,,
3001,100030,92,0.25,368.0,2 Concert Etudes S.145 No.2 (Gnomenreigen),6.62 TPS (6.13 / 6.87 / 6.87),,,
3002,100030,92,0.25,368.0,2 Concert Etudes S.145 No.2 (Gnomenreigen),,,,
3003,100030,92,0.25,368.0,2 Concert Etudes S.145 No.2 (Gnomenreigen),,,,
3101,100031,73,0.125,584.0,2 Phut Hon (Creepy ver.),9.73 TPS (9.73 / 9.73 / 9.73),,,
3102,100031,73,0.125,584.0,2 Phut Hon (Creepy ver.),,,,
3103,100031,73,0.125,584.0,2 Phut Hon (Creepy ver.),,,,
3201,100032,73,0.09375,778.6666666666666,2 Phut Hon (Special Ver.),12.98 TPS (12.98 / 12.98 / 12.98),,,
3202,100032,73,0.09375,778.6666666666666,2 Phut Hon (Special Ver.),,,,
3203,100032,73,0.09375,778.6666666666666,2 Phut Hon (Special Ver.),,,,
3301,100033,73,0.125,584.0,2 Phút Hon,9.73 TPS (9.73 / 9.73 / 9.73),,,
3302,100033,73,0.125,584.0,2 Phút Hon,,,,
3303,100033,73,0.125,584.0,2 Phút Hon,,,,
3401,100034,63,0.25,252.0,2 Polish Songs B.51 (Czary),4.2 TPS (4.2 / 4.2 / 4.2),,,
3402,100034,63,0.25,252.0,2 Polish Songs B.51 (Czary),,,,
3403,100034,63,0.25,252.0,2 Polish Songs B.51 (Czary),,,,
3501,100035,25,0.25,100.0,2 Polish Songs B.131 (Rêverie - Dumka),1.67 TPS (1.67 / 1.67 / 1.67),,,
3502,100035,25,0.25,100.0,2 Polish Songs B.131 (Rêverie - Dumka),,,,
3503,100035,25,0.25,100.0,2 Polish Songs B.131 (Rêverie - Dumka),,,,
3601,100036,360,1,360.0,2 Preludes Op.39 No.1,6.0 TPS (6.0 / 6.0 / 6.0),,,
3602,100036,360,1,360.0,2 Preludes Op.39 No.1,,,,
3603,100036,360,1,360.0,2 Preludes Op.39 No.1,,,,
3701,100037,360,1,360.0,2 Preludes Op.39 No.2,6.0 TPS (6.0 / 6.0 / 6.0),,,
3702,100037,360,1,360.0,2 Preludes Op.39 No.2,,,,
3703,100037,360,1,360.0,2 Preludes Op.39 No.2,,,,
3801,100038,300,0.75,400.0,2 Rondos Op.51 No.1,6.67 TPS (6.67 / 6.67 / 6.67),,,
3802,100038,300,0.75,400.0,2 Rondos Op.51 No.1,,,,
3803,100038,300,0.75,400.0,2 Rondos Op.51 No.1,,,,
3901,100039,162,0.3125,518.4,2 Rondos Op.51 No.2,8.64 TPS (8.64 / 8.64 / 8.64),,,
3902,100039,162,0.3125,518.4,2 Rondos Op.51 No.2,,,,
3903,100039,162,0.3125,518.4,2 Rondos Op.51 No.2,,,,
4001,100040,102,0.75,136.0,2AM (Animal Crossing_ New Horizons),2.27 TPS (2.27 / 2.27 / 2.27),,,
4002,100040,102,0.75,136.0,2AM (Animal Crossing_ New Horizons),,,,
4003,100040,102,0.75,136.0,2AM (Animal Crossing_ New Horizons),,,,
4101,100041,480,0.75,640.0,3 Concert Etudes S.144 No.1 (Il Lamento),10.67 TPS (10.67 / 10.67 / 10.67),,,
4102,100041,480,0.75,640.0,3 Concert Etudes S.144 No.1 (Il Lamento),,,,
4103,100041,480,0.75,640.0,3 Concert Etudes S.144 No.1 (Il Lamento),,,,
4201,100042,270,0.5,540.0,3 Concert Etudes S.144 No.2 (La Leggierezza),9.0 TPS (9.0 / 9.0 / 9.0),,,
4202,100042,270,0.5,540.0,3 Concert Etudes S.144 No.2 (La Leggierezza),,,,
4203,100042,270,0.5,540.0,3 Concert Etudes S.144 No.2 (La Leggierezza),,,,
4301,100043,129,0.25,516.0,3 Concert Etudes S.144 No.3 (Un Sospiro),8.8 TPS (8.6 / 8.8 / 9.0),,,
4302,100043,129,0.25,516.0,3 Concert Etudes S.144 No.3 (Un Sospiro),,,,
4303,100043,129,0.25,516.0,3 Concert Etudes S.144 No.3 (Un Sospiro),,,,
4401,100044,150,0.25,600.0,3 Ecossaises No.1 Op.72-3,10.0 TPS (10.0 / 10.0 / 10.0),,,
4402,100044,150,0.25,600.0,3 Ecossaises No.1 Op.72-3,,,,
4403,100044,150,0.25,600.0,3 Ecossaises No.1 Op.72-3,,,,
4501,100045,150,0.25,600.0,3 Ecossaises No.2 Op.72-3,10.0 TPS (10.0 / 10.0 / 10.0),,,
4502,100045,150,0.25,600.0,3 Ecossaises No.2 Op.72-3,,,,
4503,100045,150,0.25,600.0,3 Ecossaises No.2 Op.72-3,,,,
4601,100046,172,0.1875,917.3333333333334,3 Ecossaises No.3 Op.72-3 (Another Ver.),15.29 TPS (15.29 / 15.29 / 15.29),,,
4602,100046,172,0.1875,917.3333333333334,3 Ecossaises No.3 Op.72-3 (Another Ver.),,,,
4603,100046,172,0.1875,917.3333333333334,3 Ecossaises No.3 Op.72-3 (Another Ver.),,,,
4701,100047,172,0.25,688.0,3 Ecossaises No.3 Op.72-3,11.47 TPS (11.47 / 11.47 / 11.47),,,
4702,100047,172,0.25,688.0,3 Ecossaises No.3 Op.72-3,,,,
4703,100047,172,0.25,688.0,3 Ecossaises No.3 Op.72-3,,,,
4801,100048,60,0.125,480.0,3 Ecossaises Op.72 No.3,8.27 TPS (8.0 / 8.27 / 8.53),,,
4802,100048,60,0.125,480.0,3 Ecossaises Op.72 No.3,,,,
4803,100048,60,0.125,480.0,3 Ecossaises Op.72 No.3,,,,
4901,100049,240,1,240.0,3 Poetic Polkas Op.8 No.1,4.07 TPS (4.0 / 4.07 / 4.13),,,
4902,100049,240,1,240.0,3 Poetic Polkas Op.8 No.1,,,,
4903,100049,240,1,240.0,3 Poetic Polkas Op.8 No.1,,,,
5001,100050,60,0.25,240.0,3 Polkas de salon Op.7 No.3,4.13 TPS (4.0 / 4.13 / 4.27),,,
5002,100050,60,0.25,240.0,3 Polkas de salon Op.7 No.3,,,,
5003,100050,60,0.25,240.0,3 Polkas de salon Op.7 No.3,,,,
5101,100051,68,0.25,272.0,3DS Music Park,4.53 TPS (4.53 / 4.53 / 4.53),,,
5102,100051,68,0.25,272.0,3DS Music Park,,,,
5103,100051,68,0.25,272.0,3DS Music Park,,,,
5201,100052,75,0.25,300.0,3rd Eye,5.09 TPS (5.0 / 5.13 / 5.13),,,
5202,100052,75,0.25,300.0,3rd Eye,,,,
5203,100052,75,0.25,300.0,3rd Eye,,,,
5301,100053,174,0.375,464.0,4.5 TPS Le Vent Le Cri,7.73 TPS (7.73 / 7.73 / 7.73),,,
5302,100053,174,0.375,464.0,4.5 TPS Le Vent Le Cri,,,,
5303,100053,174,0.375,464.0,4.5 TPS Le Vent Le Cri,,,,
5401,100054,480,0.75,640.0,5,10.67 TPS (10.67 / 10.67 / 10.67),,,
5402,100054,480,0.75,640.0,5,,,,
5403,100054,480,0.75,640.0,5,,,,
5501,100055,70,0.5,140.0,5AM (Animal Crossing_ New Horizons),2.33 TPS (2.33 / 2.33 / 2.33),,,
5502,100055,70,0.5,140.0,5AM (Animal Crossing_ New Horizons),,,,
5503,100055,70,0.5,140.0,5AM (Animal Crossing_ New Horizons),,,,
5601,100056,240,0.75,320.0,6 Bagatelles Op.126 No.1,5.33 TPS (5.33 / 5.33 / 5.33),,,
5602,100056,240,0.75,320.0,6 Bagatelles Op.126 No.1,,,,
5603,100056,240,0.75,320.0,6 Bagatelles Op.126 No.1,,,,
5701,100057,390,0.75,520.0,6 Bagatelles Op.126 No.2,8.67 TPS (8.67 / 8.67 / 8.67),,,
5702,100057,390,0.75,520.0,6 Bagatelles Op.126 No.2,,,,
5703,100057,390,0.75,520.0,6 Bagatelles Op.126 No.2,,,,
5801,100058,120,0.75,160.0,6 Bagatelles Op.126 No.3,2.67 TPS (2.67 / 2.67 / 2.67),,,
5802,100058,120,0.75,160.0,6 Bagatelles Op.126 No.3,,,,
5803,100058,120,0.75,160.0,6 Bagatelles Op.126 No.3,,,,
5901,100059,810,1.25,648.0,6 Bagatelles Op.126 No.4,10.8 TPS (10.8 / 10.8 / 10.8),,,
5902,100059,810,1.25,648.0,6 Bagatelles Op.126 No.4,,,,
5903,100059,810,1.25,648.0,6 Bagatelles Op.126 No.4,,,,
6001,100060,324,0.75,432.0,6 Bagatelles Op.126 No.5,7.2 TPS (7.2 / 7.2 / 7.2),,,
6002,100060,324,0.75,432.0,6 Bagatelles Op.126 No.5,,,,
6003,100060,324,0.75,432.0,6 Bagatelles Op.126 No.5,,,,
6101,100061,720,1,720.0,6 Bagatelles Op.126 No.6,12.0 TPS (12.0 / 12.0 / 12.0),,,
6102,100061,720,1,720.0,6 Bagatelles Op.126 No.6,,,,
6103,100061,720,1,720.0,6 Bagatelles Op.126 No.6,,,,
6201,100062,140,0.5,280.0,6 Ecossaises WoO 83,4.93 TPS (4.67 / 4.93 / 5.2),,,
6202,100062,140,0.5,280.0,6 Ecossaises WoO 83,,,,
6203,100062,140,0.5,280.0,6 Ecossaises WoO 83,,,,
6301,100063,540,1,540.0,6 Landlers WoO 15 Coda,9.0 TPS (9.0 / 9.0 / 9.0),,,
6302,100063,540,1,540.0,6 Landlers WoO 15 Coda,,,,
6303,100063,540,1,540.0,6 Landlers WoO 15 Coda,,,,
6401,100064,540,1,540.0,6 Landlers WoO 15 No.1,9.0 TPS (9.0 / 9.0 / 9.0),,,
6402,100064,540,1,540.0,6 Landlers WoO 15 No.1,,,,
6403,100064,540,1,540.0,6 Landlers WoO 15 No.1,,,,
6501,100065,540,1,540.0,6 Landlers WoO 15 No.2,9.0 TPS (9.0 / 9.0 / 9.0),,,
6502,100065,540,1,540.0,6 Landlers WoO 15 No.2,,,,
6503,100065,540,1,540.0,6 Landlers WoO 15 No.2,,,,
6601,100066,540,1,540.0,6 Landlers WoO 15 No.3,9.0 TPS (9.0 / 9.0 / 9.0),,,
6602,100066,540,1,540.0,6 Landlers WoO 15 No.3,,,,
6603,100066,540,1,540.0,6 Landlers WoO 15 No.3,,,,
6701,100067,540,1,540.0,6 Landlers WoO 15 No.4,9.0 TPS (9.0 / 9.0 / 9.0),,,
6702,100067,540,1,540.0,6 Landlers WoO 15 No.4,,,,
6703,100067,540,1,540.0,6 Landlers WoO 15 No.4,,,,
6801,100068,540,1,540.0,6 Landlers WoO 15 No.5,9.0 TPS (9.0 / 9.0 / 9.0),,,
6802,100068,540,1,540.0,6 Landlers WoO 15 No.5,,,,
6803,100068,540,1,540.0,6 Landlers WoO 15 No.5,,,,
6901,100069,540,1,540.0,6 Landlers WoO 15 No.6,9.0 TPS (9.0 / 9.0 / 9.0),,,
6902,100069,540,1,540.0,6 Landlers WoO 15 No.6,,,,
6903,100069,540,1,540.0,6 Landlers WoO 15 No.6,,,,
7001,100070,384,0.75,512.0,6 Minuets WoO 10 No.1,8.53 TPS (8.53 / 8.53 / 8.53),,,
7002,100070,384,0.75,512.0,6 Minuets WoO 10 No.1,,,,
7003,100070,384,0.75,512.0,6 Minuets WoO 10 No.1,,,,
7101,100071,360,0.75,480.0,6 Minuets WoO 10 No.2,8.0 TPS (8.0 / 8.0 / 8.0),,,
7102,100071,360,0.75,480.0,6 Minuets WoO 10 No.2,,,,
7103,100071,360,0.75,480.0,6 Minuets WoO 10 No.2,,,,
7201,100072,360,0.75,480.0,6 Minuets WoO 10 No.3,8.0 TPS (8.0 / 8.0 / 8.0),,,
7202,100072,360,0.75,480.0,6 Minuets WoO 10 No.3,,,,
7203,100072,360,0.75,480.0,6 Minuets WoO 10 No.3,,,,
7301,100073,360,0.75,480.0,6 Minuets WoO 10 No.4,8.0 TPS (8.0 / 8.0 / 8.0),,,
7302,100073,360,0.75,480.0,6 Minuets WoO 10 No.4,,,,
7303,100073,360,0.75,480.0,6 Minuets WoO 10 No.4,,,,
7401,100074,360,0.75,480.0,6 Minuets WoO 10 No.5,8.0 TPS (8.0 / 8.0 / 8.0),,,
7402,100074,360,0.75,480.0,6 Minuets WoO 10 No.5,,,,
7403,100074,360,0.75,480.0,6 Minuets WoO 10 No.5,,,,
7501,100075,372,0.75,496.0,6 Minuets WoO 10 No.6,8.27 TPS (8.27 / 8.27 / 8.27),,,
7502,100075,372,0.75,496.0,6 Minuets WoO 10 No.6,,,,
7503,100075,372,0.75,496.0,6 Minuets WoO 10 No.6,,,,
7601,100076,333,0.75,444.0,6 Moments musicaux. D 780. Op.94 No.1,7.4 TPS (7.4 / 7.4 / 7.4),,,
7602,100076,333,0.75,444.0,6 Moments musicaux. D 780. Op.94 No.1,,,,
7603,100076,333,0.75,444.0,6 Moments musicaux. D 780. Op.94 No.1,,,,
7701,100077,222,0.75,296.0,6 Moments musicaux. D 780. Op.94 No.2,4.93 TPS (4.93 / 4.93 / 4.93),,,
7702,100077,222,0.75,296.0,6 Moments musicaux. D 780. Op.94 No.2,,,,
7703,100077,222,0.75,296.0,6 Moments musicaux. D 780. Op.94 No.2,,,,
7801,100078,300,0.75,400.0,6 Moments musicaux. D 780. Op.94 No.3,6.67 TPS (6.67 / 6.67 / 6.67),,,
7802,100078,300,0.75,400.0,6 Moments musicaux. D 780. Op.94 No.3,,,,
7803,100078,300,0.75,400.0,6 Moments musicaux. D 780. Op.94 No.3,,,,
7901,100079,306,0.75,408.0,6 Moments musicaux. D 780. Op.94 No.4,6.8 TPS (6.8 / 6.8 / 6.8),,,
7902,100079,306,0.75,408.0,6 Moments musicaux. D 780. Op.94 No.4,,,,
7903,100079,306,0.75,408.0,6 Moments musicaux. D 780. Op.94 No.4,,,,
8001,100080,339,0.75,452.0,6 Moments musicaux. D 780. Op.94 No.5,7.53 TPS (7.53 / 7.53 / 7.53),,,
8002,100080,339,0.75,452.0,6 Moments musicaux. D 780. Op.94 No.5,,,,
8003,100080,339,0.75,452.0,6 Moments musicaux. D 780. Op.94 No.5,,,,
8101,100081,390,0.75,520.0,6 Moments musicaux. D 780. Op.94 No.6,8.67 TPS (8.67 / 8.67 / 8.67),,,
8102,100081,390,0.75,520.0,6 Moments musicaux. D 780. Op.94 No.6,,,,
8103,100081,390,0.75,520.0,6 Moments musicaux. D 780. Op.94 No.6,,,,
8201,100082,405,0.75,540.0,6 Polish Songs after Chopin S.480 No.6 (Narzeczony),9.0 TPS (9.0 / 9.0 / 9.0),,,
8202,100082,405,0.75,540.0,6 Polish Songs after Chopin S.480 No.6 (Narzeczony),,,,
8203,100082,405,0.75,540.0,6 Polish Songs after Chopin S.480 No.6 (Narzeczony),,,,
8301,100083,504,0.75,672.0,6 Variations on an Original Theme Op.34,11.2 TPS (11.2 / 11.2 / 11.2),,,
8302,100083,504,0.75,672.0,6 Variations on an Original Theme Op.34,,,,
8303,100083,504,0.75,672.0,6 Variations on an Original Theme Op.34,,,,
8401,100084,450,0.75,600.0,6 Variations on an Original Theme Op.76,10.0 TPS (10.0 / 10.0 / 10.0),,,
8402,100084,450,0.75,600.0,6 Variations on an Original Theme Op.76,,,,
8403,100084,450,0.75,600.0,6 Variations on an Original Theme Op.76,,,,
8501,100085,120,0.75,160.0,6PM (Animal Crossing_ New Leaf),2.67 TPS (2.67 / 2.67 / 2.67),,,
8502,100085,120,0.75,160.0,6PM (Animal Crossing_ New Leaf),,,,
8503,100085,120,0.75,160.0,6PM (Animal Crossing_ New Leaf),,,,
8601,100086,270,0.75,360.0,7 Bagatelles Op.33 No.1,6.0 TPS (6.0 / 6.0 / 6.0),,,
8602,100086,270,0.75,360.0,7 Bagatelles Op.33 No.1,,,,
8603,100086,270,0.75,360.0,7 Bagatelles Op.33 No.1,,,,
8701,100087,540,0.75,720.0,7 Bagatelles Op.33 No.2,12.0 TPS (12.0 / 12.0 / 12.0),,,
8702,100087,540,0.75,720.0,7 Bagatelles Op.33 No.2,,,,
8703,100087,540,0.75,720.0,7 Bagatelles Op.33 No.2,,,,
8801,100088,390,0.75,520.0,7 Bagatelles Op.33 No.3,8.67 TPS (8.67 / 8.67 / 8.67),,,
8802,100088,390,0.75,520.0,7 Bagatelles Op.33 No.3,,,,
8803,100088,390,0.75,520.0,7 Bagatelles Op.33 No.3,,,,
8901,100089,216,0.75,288.0,7 Bagatelles Op.33 No.4,4.8 TPS (4.8 / 4.8 / 4.8),,,
8902,100089,216,0.75,288.0,7 Bagatelles Op.33 No.4,,,,
8903,100089,216,0.75,288.0,7 Bagatelles Op.33 No.4,,,,
9001,100090,360,0.5,720.0,7 Bagatelles Op.33 No.5,12.0 TPS (12.0 / 12.0 / 12.0),,,
9002,100090,360,0.5,720.0,7 Bagatelles Op.33 No.5,,,,
9003,100090,360,0.5,720.0,7 Bagatelles Op.33 No.5,,,,
9101,100091,360,0.75,480.0,7 Bagatelles Op.33 No.6,8.0 TPS (8.0 / 8.0 / 8.0),,,
9102,100091,360,0.75,480.0,7 Bagatelles Op.33 No.6,,,,
9103,100091,360,0.75,480.0,7 Bagatelles Op.33 No.6,,,,
9201,100092,810,1.25,648.0,7 Bagatelles Op.33 No.7,10.8 TPS (10.8 / 10.8 / 10.8),,,
9202,100092,810,1.25,648.0,7 Bagatelles Op.33 No.7,,,,
9203,100092,810,1.25,648.0,7 Bagatelles Op.33 No.7,,,,
9301,100093,360,0.75,480.0,7 Contredanses WoO 14 No.1,8.0 TPS (8.0 / 8.0 / 8.0),,,
9302,100093,360,0.75,480.0,7 Contredanses WoO 14 No.1,,,,
9303,100093,360,0.75,480.0,7 Contredanses WoO 14 No.1,,,,
9401,100094,360,0.75,480.0,7 Contredanses WoO 14 No.2,8.0 TPS (8.0 / 8.0 / 8.0),,,
9402,100094,360,0.75,480.0,7 Contredanses WoO 14 No.2,,,,
9403,100094,360,0.75,480.0,7 Contredanses WoO 14 No.2,,,,
9501,100095,372,0.75,496.0,7 Contredanses WoO 14 No.3,8.27 TPS (8.27 / 8.27 / 8.27),,,
9502,100095,372,0.75,496.0,7 Contredanses WoO 14 No.3,,,,
9503,100095,372,0.75,496.0,7 Contredanses WoO 14 No.3,,,,
9601,100096,360,0.75,480.0,7 Contredanses WoO 14 No.4,8.0 TPS (8.0 / 8.0 / 8.0),,,
9602,100096,360,0.75,480.0,7 Contredanses WoO 14 No.4,,,,
9603,100096,360,0.75,480.0,7 Contredanses WoO 14 No.4,,,,
9701,100097,360,0.75,480.0,7 Contredanses WoO 14 No.5,8.0 TPS (8.0 / 8.0 / 8.0),,,
9702,100097,360,0.75,480.0,7 Contredanses WoO 14 No.5,,,,
9703,100097,360,0.75,480.0,7 Contredanses WoO 14 No.5,,,,
9801,100098,396,0.75,528.0,7 Contredanses WoO 14 No.6,8.8 TPS (8.8 / 8.8 / 8.8),,,
9802,100098,396,0.75,528.0,7 Contredanses WoO 14 No.6,,,,
9803,100098,396,0.75,528.0,7 Contredanses WoO 14 No.6,,,,
9901,100099,372,0.75,496.0,7 Contredanses WoO 14 No.7,8.27 TPS (8.27 / 8.27 / 8.27),,,
9902,100099,372,0.75,496.0,7 Contredanses WoO 14 No.7,,,,
9903,100099,372,0.75,496.0,7 Contredanses WoO 14 No.7,,,,
10001,100100,170,0.5,340.0,7 Landler WoO 11 No.2,5.8 TPS (5.67 / 5.8 / 5.93),,,
10002,100100,170,0.5,340.0,7 Landler WoO 11 No.2,,,,
10003,100100,170,0.5,340.0,7 Landler WoO 11 No.2,,,,
10101,100101,140,0.5,280.0,7 Landler WoO 11 No.6,4.8 TPS (4.67 / 4.8 / 4.93),,,
10102,100101,140,0.5,280.0,7 Landler WoO 11 No.6,,,,
10103,100101,140,0.5,280.0,7 Landler WoO 11 No.6,,,,
10201,100102,180,0.5,360.0,7 Landler WoO 11 No.7,6.13 TPS (6.0 / 6.13 / 6.27),,,
10202,100102,180,0.5,360.0,7 Landler WoO 11 No.7,,,,
10203,100102,180,0.5,360.0,7 Landler WoO 11 No.7,,,,
10301,100103,160,0.25,640.0,7 Landlers WoO 11 Coda,10.67 TPS (10.67 / 10.67 / 10.67),,,
10302,100103,160,0.25,640.0,7 Landlers WoO 11 Coda,,,,
10303,100103,160,0.25,640.0,7 Landlers WoO 11 Coda,,,,
10401,100104,160,0.25,640.0,7 Landlers WoO 11 No.1,10.67 TPS (10.67 / 10.67 / 10.67),,,
10402,100104,160,0.25,640.0,7 Landlers WoO 11 No.1,,,,
10403,100104,160,0.25,640.0,7 Landlers WoO 11 No.1,,,,
