Id,Mid,Type,Lock,NeedLv,NeedGold,NeedRV,NeedDiamond,Musiclevel,RewarID,LocalMusicVer,Recommend,MusicCard,FavoriteRate,Playmark,Stylelabel,Fallingrate,TID,,GoldenSong,MusicTime,HomeOrder,VipMusicVersion,ProduceId,card_selection,FeatureDateRange
36,100036,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_6,1,,,36,,,,
37,100037,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_6,1,,,37,,,,
38,100038,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_6,1,,,38,,,,
39,100039,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_7,1,,,39,,,,
40,100040,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_3,1,,,40,,,,
41,100041,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_8,1,,,41,,,,
42,100042,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_7,1,,,42,,,,
43,100043,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_7,1,,,43,,,,
44,100044,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_8,1,,,44,,,,
45,100045,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_8,1,,,45,,,,
46,100046,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_10,1,,,46,,,,
47,100047,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_8,1,,,47,,,,
48,100048,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_7,1,,,48,,,,
49,100049,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_4,1,,,49,,,,
50,100050,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_4,1,,,50,,,,
51,100051,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_4,1,,,51,,,,
52,100052,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_5,1,,,52,,,,
53,100053,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_6,1,,,53,,,,
54,100054,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_8,1,,,54,,,,
55,100055,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_3,1,,,55,,,,
56,100056,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_5,1,,,56,,,,
57,100057,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_7,1,,,57,,,,
58,100058,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_3,1,,,58,,,,
59,100059,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_8,1,,,59,,,,
60,100060,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_6,1,,,60,,,,
61,100061,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_9,1,,,61,,,,
62,100062,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_4,1,,,62,,,,
63,100063,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_7,1,,,63,,,,
64,100064,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_7,1,,,64,,,,
65,100065,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_7,1,,,65,,,,
66,100066,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_7,1,,,66,,,,
67,100067,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_7,1,,,67,,,,
68,100068,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_7,1,,,68,,,,
69,100069,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_7,1,,,69,,,,
70,100070,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_7,1,,,70,,,,
71,100071,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_7,1,,,71,,,,
72,100072,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_7,1,,,72,,,,
73,100073,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_7,1,,,73,,,,
74,100074,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_7,1,,,74,,,,
75,100075,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_7,1,,,75,,,,
76,100076,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_6,1,,,76,,,,
77,100077,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_4,1,,,77,,,,
78,100078,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_6,1,,,78,,,,
79,100079,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_6,1,,,79,,,,
80,100080,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_6,1,,,80,,,,
81,100081,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_7,1,,,81,,,,
82,100082,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_7,1,,,82,,,,
83,100083,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_8,1,,,83,,,,
84,100084,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_8,1,,,84,,,,
85,100085,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_3,1,,,85,,,,
86,100086,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_6,1,,,86,,,,
87,100087,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_9,1,,,87,,,,
88,100088,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_7,1,,,88,,,,
89,100089,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_4,1,,,89,,,,
90,100090,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_9,1,,,90,,,,
91,100091,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_7,1,,,91,,,,
92,100092,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_8,1,,,92,,,,
93,100093,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_7,1,,,93,,,,
94,100094,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_7,1,,,94,,,,
95,100095,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_7,1,,,95,,,,
96,100096,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_7,1,,,96,,,,
97,100097,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_7,1,,,97,,,,
98,100098,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_7,1,,,98,,,,
99,100099,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_7,1,,,99,,,,
100,100100,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_5,1,,,100,,,,
101,100101,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_4,1,,,101,,,,
102,100102,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_6,1,,,102,,,,
103,100103,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_8,1,,,103,,,,
104,100104,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_8,1,,,104,,,,
105,100105,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_8,1,,,105,,,,
106,100106,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_8,1,,,106,,,,
107,100107,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_8,1,,,107,,,,
108,100108,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_8,1,,,108,,,,
109,100109,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_8,1,,,109,,,,
110,100110,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_8,1,,,110,,,,
111,100111,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_6,1,,,111,,,,
112,100112,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_6,1,,,112,,,,
113,100113,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_6,1,,,113,,,,
114,100114,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_3,1,,,114,,,,
115,100115,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_7,1,,,115,,,,
116,100116,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_11,1,,,116,,,,
117,100117,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_11,1,,,117,,,,
118,100118,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_11,1,,,118,,,,
119,100119,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_3,1,,,119,,,,
120,100120,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_1,1,,,120,,,,
121,100121,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_5,1,,,121,,,,
122,100122,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_1,1,,,122,,,,
123,100123,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_3,1,,,123,,,,
124,100124,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_5,1,,,124,,,,
125,100125,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_11,1,,,125,,,,
126,100126,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_11,1,,,126,,,,
127,100127,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_6,1,,,127,,,,
128,100128,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_4,1,,,128,,,,
129,100129,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_5,1,,,129,,,,
130,100130,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_8,1,,,130,,,,
131,100131,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_7,1,,,131,,,,
132,100132,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_7,1,,,132,,,,
133,100133,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_4,1,,,133,,,,
134,100134,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_5,1,,,134,,,,
135,100135,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_5,1,,,135,,,,
136,100136,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_7,1,,,136,,,,
137,100137,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_7,1,,,137,,,,
138,100138,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_6,1,,,138,,,,
139,100139,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_8,1,,,139,,,,
140,100140,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_7,1,,,140,,,,
141,100141,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_5,1,,,141,,,,
142,100142,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_4,1,,,142,,,,
143,100143,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_4,1,,,143,,,,
144,100144,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_11,1,,,144,,,,
145,100145,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_8,1,,,145,,,,
146,100146,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_11,1,,,146,,,,
147,100147,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_8,1,,,147,,,,
148,100148,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_11,1,,,148,,,,
149,100149,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_11,1,,,149,,,,
150,100150,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_5,1,,,150,,,,
151,100151,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_4,1,,,151,,,,
152,100152,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_5,1,,,152,,,,
153,100153,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_6,1,,,153,,,,
154,100154,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_6,1,,,154,,,,
155,100155,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_6,1,,,155,,,,
156,100156,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_6,1,,,156,,,,
157,100157,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_6,1,,,157,,,,
158,100158,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_6,1,,,158,,,,
159,100159,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_6,1,,,159,,,,
160,100160,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_6,1,,,160,,,,
161,100161,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_6,1,,,161,,,,
162,100162,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_6,1,,,162,,,,
163,100163,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_6,1,,,163,,,,
164,100164,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_6,1,,,164,,,,
165,100165,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_6,1,,,165,,,,
166,100166,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_6,1,,,166,,,,
167,100167,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_6,1,,,167,,,,
168,100168,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_6,1,,,168,,,,
169,100169,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_7,1,,,169,,,,
170,100170,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_6,1,,,170,,,,
171,100171,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_6,1,,,171,,,,
172,100172,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_7,1,,,172,,,,
173,100173,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_7,1,,,173,,,,
174,100174,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_6,1,,,174,,,,
175,100175,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_7,1,,,175,,,,
176,100176,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_7,1,,,176,,,,
177,100177,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_7,1,,,177,,,,
178,100178,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_7,1,,,178,,,,
179,100179,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_7,1,,,179,,,,
180,100180,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_7,1,,,180,,,,
181,100181,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_7,1,,,181,,,,
182,100182,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_7,1,,,182,,,,
183,100183,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_7,1,,,183,,,,
184,100184,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_7,1,,,184,,,,
185,100185,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_7,1,,,185,,,,
186,100186,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_7,1,,,186,,,,
187,100187,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_7,1,,,187,,,,
188,100188,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_5,1,,,188,,,,
189,100189,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_3,1,,,189,,,,
190,100190,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_3,1,,,190,,,,
191,100191,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_7,1,,,191,,,,
192,100192,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_8,1,,,192,,,,
193,100193,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_5,1,,,193,,,,
194,100194,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_7,1,,,194,,,,
195,100195,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_5,1,,,195,,,,
196,100196,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_8,1,,,196,,,,
197,100197,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_5,1,,,197,,,,
198,100198,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_3,1,,,198,,,,
199,100199,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_3,1,,,199,,,,
200,100200,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_7,1,,,200,,,,
201,100201,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_6,1,,,201,,,,
202,100202,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_5,1,,,202,,,,
203,100203,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_3,1,,,203,,,,
204,100204,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_3,1,,,204,,,,
205,100205,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_9,1,,,205,,,,
206,100206,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_3,1,,,206,,,,
207,100207,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_4,1,,,207,,,,
208,100208,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_3,1,,,208,,,,
209,100209,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_3,1,,,209,,,,
210,100210,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_6,1,,,210,,,,
211,100211,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_3,1,,,211,,,,
212,100212,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_4,1,,,212,,,,
213,100213,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_3,1,,,213,,,,
214,100214,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_8,1,,,214,,,,
215,100215,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_5,1,,,215,,,,
216,100216,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_5,1,,,216,,,,
217,100217,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_6,1,,,217,,,,
218,100218,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_5,1,,,218,,,,
219,100219,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_6,1,,,219,,,,
220,100220,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_5,1,,,220,,,,
221,100221,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_5,1,,,221,,,,
222,100222,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_3,1,,,222,,,,
223,100223,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_3,1,,,223,,,,
224,100224,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_3,1,,,224,,,,
225,100225,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_7,1,,,225,,,,
226,100226,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_7,1,,,226,,,,
227,100227,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_3,1,,,227,,,,
228,100228,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_9,1,,,228,,,,
229,100229,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_7,1,,,229,,,,
230,100230,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_4,1,,,230,,,,
231,100231,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_8,1,,,231,,,,
232,100232,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_11,1,,,232,,,,
233,100233,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_7,1,,,233,,,,
234,100234,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_7,1,,,234,,,,
235,100235,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_11,1,,,235,,,,
236,100236,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_7,1,,,236,,,,
237,100237,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_3,1,,,237,,,,
238,100238,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_8,1,,,238,,,,
239,100239,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_3,1,,,239,,,,
240,100240,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_11,1,,,240,,,,
241,100241,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_4,1,,,241,,,,
242,100242,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_3,1,,,242,,,,
243,100243,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_3,1,,,243,,,,
244,100244,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_5,1,,,244,,,,
245,100245,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_11,1,,,245,,,,
246,100246,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_11,1,,,246,,,,
247,100247,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_11,1,,,247,,,,
248,100248,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_11,1,,,248,,,,
249,100249,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_1,1,,,249,,,,
250,100250,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_6,1,,,250,,,,
251,100251,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_6,1,,,251,,,,
252,100252,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_8,1,,,252,,,,
253,100253,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_8,1,,,253,,,,
254,100254,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_9,1,,,254,,,,
255,100255,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_11,1,,,255,,,,
256,100256,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_11,1,,,256,,,,
257,100257,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_11,1,,,257,,,,
258,100258,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_1,1,,,258,,,,
259,100259,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_3,1,,,259,,,,
260,100260,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_3,1,,,260,,,,
261,100261,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_6,1,,,261,,,,
262,100262,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_5,1,,,262,,,,
263,100263,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_1,1,,,263,,,,
264,100264,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_6,1,,,264,,,,
265,100265,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_5,1,,,265,,,,
266,100266,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_6,1,,,266,,,,
267,100267,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_4,1,,,267,,,,
268,100268,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_9,1,,,268,,,,
269,100269,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_6,1,,,269,,,,
270,100270,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_9,1,,,270,,,,
271,100271,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_9,1,,,271,,,,
272,100272,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_3,1,,,272,,,,
273,100273,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_11,1,,,273,,,,
274,100274,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_6,1,,,274,,,,
275,100275,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_7,1,,,275,,,,
276,100276,2,2,,0,,0,1,1000,,,,50,1,1,,song_tag_6,1,,,276,,,,
